rating,comment
1,Es bueno.
1,Muy buen regalo.
1,Sin pelotas bueno.
1,Bueno.
1,"Se mueve con mucha facilidad.
Mi bebé se sale, y cuando se mueve dentro se va con el."
1,Excelente buen tamaño y muy bonito los tonos.
1,Tal cual la imagen de buen tamaño a mi hijo le encanta.
1,Buen producto.
1,Excelente producto de acuerdo a su precio.
1,Bien bien bien.
1,"Creo que no leí bien, las pelotas se compran aparte."
1,Me encanto esta más grande de lo k pensé mi bb y mi sobrina juegan ahí por mucho rato la recomiendo.
1,Esta perfecta.
1,"Está muy padre, sencillo, práctico y ahorrador de espacios al guardarse. Funcional para mi bebé."
1,"Está más grande de lo que esperaba para el precio, muy buena calidad y altura."
1,"Está bonita y facil de guardar, se dobla como los protectores de sol para los coches, pero por lo mismo es muy ligera y no contiene al bebé, para niños más grandes que ya se sostienen bien, está muy bien, pero para bebés no mucho."
1,Estabien por el precio que pague.
1,"👀👀👀👀.
No incluye pelotas."
1,Está buena por el precio está grande y si me ayudó a contener un poco a mi bebe.
1,"Buen producto , muy ligero , pero cumple con su propósito."
1,"Calidad de acuerdo con el precio , el lindo."
1,A mis gatitos les encantó y sus pelotas también!!!.
1,Salieron unas defectuosas pero buenos fueron muy pocas.
1,Excelente 👌🏻👌🏻👌🏻.
1,Excelente inversión resistente y practico.
1,"Es buena, solo que no sé cómo doblarla ya que no tiene algún instructivo."
1,Exelente.
1,Excelente lo que esperaba muchas gracias.
1,"Super padre, excelente precio, super fácil de transportar a cualquier parte, material bueno para poder limpiar fácilmente."
1,Lindo.
1,Perfecto para bebé de 5 a 10 meses.
1,"Muy útil, me gustó mucho."
1,Linda.
1,"A mi sobrino le encantó, es algo sencillo pero solo es para entretenerlonun ratito."
1,"Excelente producto, es un increíble espacio para los pequeños ❤️."
1,"Me gustó, aunque los materiales son delgados, pero es amplia y a mi bebé le gustó!!."
1,Excelente producto.
1,"Es muy grande,bonita y de materiales resistentes."
1,Esta muy bien igual hay que ponerle algo más de base para que no sea tan delgado.
1,"Muy bonitas las albercas de pelotas, fue un regalo para mis sobrinos y les gustó mucho."
1,"Muy,muy buen producto es perfecto y el tamaño me encantó lo recomiendo mucho. 😁."
1,Excelente.
1,"Excelente material, muy bueno para entretener a mis hijos. Definitivamente era lo que esperaba."
1,Super les encanta al principio les daba miedo pero después no se querían salir.
1,Muy bien.
1,"9/10 funcional, resistente no tanto pero para un bebe su sirve."
1,Excelente calidad.
1,Ideal para los peques ahí hacen todo su relajo dentro.
1,Linda y resistente.
0,Lo ocupe y se desinflooo trae falla😭😭😭😭😭.
1,Esta muy bien de buena calidad y tamaño.
1,Gracias.
0,Se le sale el aire.
1,Muy cómodo.
1,"Es buen producto , de buen material cumple con su cometido."
1,"Me agrado el producto, dura mucho tiempo inflado."
1,"Excelente,."
1,Muy bueno.
1,Esta ermoso m encanto.
1,Muy buen colchón para cuando llega la visita a quedarse en casa 😃 muy recomendable 😀.
1,"Buen producto algo estrecho para mí gusto pero por el precio está bien pienso que estaría bien para una persona delgada, es fácil de inflar y también de desinflar."
1,Bueno.
1,Muy buena calidad y muy accesible cumple con todo lo necesario para el costo sobre todo.
1,"Super útil, el tamaño es perfecto para espacios pequeños."
1,Buena calidad.
1,Excelente.
1,Excelente producto.
1,"Cumplió con mis expectativas, muy cómodo y práctico."
1,"Bien, acorde al precio."
1,Práctico y de buena calidad.
1,Bueno.
1,Muy bueno.
1,Muy buen producto 👍.
1,"Por el precio yo creí que estaba excelente hasta que lo ví mucho más barato en aurrerá. Luego con el sol se deformó muy feo, como para ser un producto que vas a ocupar en exteriores creo que la calidad podría ser mejor."
1,Muy bueno.
1,Bien solo faltó la caja.
0,Le faltan piezas y unas gomas pero me lo quedo.
1,"Fácil de instalar. Además el material de vidrio es templado. Las uniones de las asas son de plástico, pero funcionan. De la resistencia está por verse. Si lo recomiendo."
1,Buen precio. Buena calidad y fácil de instalar.
1,Se ve muy bonito y fácil de instalar siempre y cuando tengas taladro.
1,No trae instructivo.
1,"Se ve buena calidad, falta instalarla a ver si resisten."
1,Muy bonitos y práctico para instalar los vidrios gruesos no traen filo y lucen de maravilla exelente producto.
1,"Me pareció un buen producto, el vidrio es grueso y por el precio lo recomiendo."
0,Los herrajes y los tornillos se oxidaron en el día 1.
1,Los tornillos de instalación se oxidan desde el primer día.
1,"El producto por el precio es bueno la vista de la repisa es de plástico asi que considero que no durará mucho con la misma apariencia, pero sinceramente por el precio están muy bien."
1,"Me gusto, excelente producto lo recomiendo."
1,"Preciosas y elegantes, me encantaron y se me hizo un buen precio.
Ya puestas, se miran súper elegantes y hermosas! sin duda volvería a comprarlas."
1,"Esta bien en relación al precio el único detalle es que debe de traer al menos 4 soportes para q los productos que vas colocar no se caigan, y debe traer bases o arandelas de plástico para q al colocar los tornillos no se rompa el cristal."
1,Muy buen producto me agrado recimendadi.
1,"Se miran muy lindas, al precio son buenas calidad 😊 me gustaron mucho."
1,"Muy buen producto, luce muy bien y lo recomiendo al 100."
1,Me gustaron mucho!!.
1,"Me encantaron las repisas, hacen que el baño se vea más ordenado y lindo. El único detalle que no me gustó mucho fue que los tres tubitos por los que pasa la línea de metal son de plástico y se ve que se pelan algo rápido."
1,"Esta excelente, únicamente las pijas para sujetar a la pared son muy sencillas pero todo lo demás excelente."
1,Prácticos y muy bonitos.
1,
1,
1,"Fáciles de instalar y se ven bien, solo no me gusto las bases donde se ponen la barrera son de platico y esas se despintan fácil con la humedad, de lo demás me gustaron como se ven, un detalle, traen una goma qué me imagino va en las bases pero no hay un manual para indicar como si de adentro hacia afuera o de afuera hacia adentro, yo mismo las coloque y fue fácil y quedan muy resistentes, solo cambien las bases de las barreras y lo demás super."
1,"Me encantaron, se ven super bonitos y elegante, si los recomiendo."
1,"Se ve de un material resistente, aún no las he instalado pero se ve muy bonito y de calidad todo ! me encantaron."
1,"Me falta de instalar una,pero sus tornillos y taquetes son muy sencillos se rompen muy fácil los reemplace."
1,"Para el precio y por la cantidad me parece bien, buen producto."
1,Me encantó 10/10.
1,"Relación calidad-costo aceptables, bonito y funcional para la regadera u otra opción en el baño."
1,Exelente de buena calidad lo recomiendo.
1,"Están padrísimas, me las imaginaba un poquito más grande y que el detalle metálico era de metal pero es plástico, de ahí en fuera son preciosas."
1,
0,
1,Exelente.
1,"El vidrio me parece resistente, lo que es de color plateado no es metal, es plástico pero se ve muy lindo, de facil instalación y luce muy bien."
1,
1,Muy bueno.
1,Excelente producto.
1,Esquineros lo que necesitamos excelente.
1,Excelente producto resistente y de calidad.
1,Excelente.
1,"Excelente producto muy buenos, la calidad buena también a mi me encantaron y se ven súper bonitas en mi baño excelente compra!."
1,Meparesio exelente y magnífico por el echo de tener cada quien sus cosas.
1,Muy bonitos y funcionales.
1,Excelente👌.
1,Ok.
1,Bonito producto y fácil de colocar.
1,Me gustaron mucho.
1,"Muy bueno,."
1,"Excelente producto, cumplió con mis expectativas."
1,Exelente producto.
1,Las ame no tome fotos pero estan excelentes.
1,Buenas y lucen bien en el baño.
1,Solamente el tornillo para apretar el vidrio es de hierro o acero y se oxida en días. Si fuera inoxidable sería ideal.
1,Buen producto es de vidrio templado y su instalación es muy fácil.
1,Me fue muy útil y es de buena calidad.
1,Esta muy bien el producto le da mucha vista en el lugar donde lo pongas solo que gay un pequeño detallito los soportes están muy abiertos x que espesor del vidrio no le queda no ajusta y cuando pones algu se panda tantito.
1,El material de cromo no es muy bueno.
1,"Están súper, de exelente calidad y fácil instalación, las recomiendo."
1,Opino lo mismo que de mi producto anterior.
1,Fácil de instalar excelente articulo.
1,De muy buen tamaño el cristal.
1,"Son muy bonitas, y quedaron muy bien en mi baño, aunque es fácil la instalación le hace falta un instructivo."
1,Excelente.
1,Excelente 👌tal y como lo dezkriben👍.
1,"Se ven muy bonitas y elegantes, además de su precio la calidad se ve duradera. Esperemos que si duren mucho tiempo."
1,"Me gustaron mucho, si las recomiendo! pensé que eran un poco más grandes pero igual están muy padres."
1,Excelente buen material.
1,Excedió mis expectativas muy buen producto.
1,Muy bien! tal cual lo describen. Excelente producto.
1,Exelente presio y muy bonitas.
1,Muy bueno.
1,Excelente calidad fácil de instalarse.
1,Lo único que no me gustó fue que sus componentes son de metal y como son para baño es posible que no tengan mucha duración.
1,"Excelente calidad, satisfactoria."
1,Se ve muy bonito y le da un toque diferente al baño.
1,"Me encantó,sin duda lo volveré a comprar."
1,"Las piezas son plastico metalizado, tienen detalles de acabado que se ven golpeadas. El producto funciona bien, debes de usar taladro y yo los coloque a 15cm de la esquina."
0,"Sus tornillos para soporte son muuuy de baja calidad, se terminaron rompiendo y tuve que comprar otros para poder colocarlos, de ahí en fuera, muy bien."
1,"Calidad-precio 10/10.
Viene completo, el vidrio se ve grueso.
Excelente producto."
1,"Me gusto mucho, muy conforme con la compra lo comiendo."
0,"Los materiales son buenos, están bonitas las repisas, lo malo es que solo pude poner 3 porque faltaron 2 mariposas para colocarla a la pared, faltaron varios tornillos y taquete cosas que repuse con cosas de mi herramienta y ahora estoy a la busca de un par de mariposas para poder colocar la repisa faltante, por lo que leo en otros comentarios siempre faltan cosas en sus paquetes y este no fue la excepción."
1,Muy lindas y practicas.
1,De buena calidad y muy útil para mi baño.
1,Muy buen producto ya lo he comprado antes.
1,Esta muy bonito y de muy buen material recomendado y el precio ni se diga excelente.
1,Buena calidad.
1,Muy buena calidad el vidrio es grueso y fácil de instalar.
1,"La relación precio calidad, me parece bien. Vienen con todas las piezas, desde las molduras hasta la tornillería y los taquetes. Se ven muy bonitas."
1,Muy bien el precio y el material si cumple con las espectativas.
1,Excelente!!!.
1,Perfecto!!👌🏻.
1,Excelente producto.
1,"Las repisas si son de cristal, pero los pernos y demas accesorios para fijar son de plastico de muy baja calidad. Supongo que por el precio no podia recibir mejor calidad."
1,Son de acuerdo a la descripción.
1,Son las mismas que las otras baratas.
1,Quedan super.
1,"Se ven bien, la única pieza que no cumple con s el.
Soporte para el tubing, es de plástico y no va a durar mucho tiempo eso estoy seguro, el.
Esto de material bien."
1,"Se oxida rápido los tornillos pero lo demás no, es de plástico y muy lindo."
1,Buenas.
1,Muy prácticas y bonitas.
1,Muy buenos.
1,Quedaron muy bien puestas ocupe cada una para dos cortinas.
1,Cumple mis expectativas en calidad y decoracion.
1,Muy buen producto.
1,Muy bien espero tener otro juego.
1,"El producto es bueno de buena calidad el detalle fue que solo pide poner tres porque uno de los tornillos que son para ajustar el vidrio no sirvió y no trae extras son exactos los que trae, aún así el producto está hermoso 🤗."
1,"Se ven super bonitas, lo único que no me agradó es que algunas piezas son de plástico."
1,Padre.
1,Muy buen producto.
1,Fácil de armar muy buenos.
1,Están bien por el precio pero le faltaron algunas piezas!.
1,Excelente.
1,"Buen producto tomando costo-calidad, no dudo que a un corto tiempo se oxide, ya que no es acero inoxidable, pero depende del cuidado que uno le de, dandole otra presentación al baño."
1,Muy útil y me gustó.
1,De muy buena calidad u fáciles de instalar.
1,Seven padres.
1,Muy exelente recomendó gracias.
1,Me encantaron 🤩.
1,"Es una excelente opción para tapar la roseta de porcelana y darle un look mas sofisticado sin gastar. Super buena calidad, facilísima instalación! los recomiendo muchísimo!! estoy muy feliz de haber encontrado esto justo antes de las fiestas y reuniones que tendremos en la casa!! :)."
1,Para dar una mejor vista.
1,"Se ve discreto y estético la uliminacion no disminuye , el material es plástico se siente al tacto pero ya puesto ni se nota!! súper bien por su precio."
0,Esta muy justo el espacio por el que entra el foco.
0,"No es el producto que se muestra en la imagen, no viene en caja, viene en una bolsa de plástico. La esfera es de plástico tipo tina de feria (en serio). Es funcional, se puede recortar para ajustarlo, por el ofreció está bien, solo no me agradó ver la foto de un artículo que no es el que recibí."
1,Excelente producto pensé que opacaria la iluminación pero hasta ahora todo bien.
1,"La relación precio calidad es buena, son muy fáciles de instalar y no interfiere con la luminosidad del foco. Muy recomendables."
1,"Se ven muy bien las pantallas, pero el material se me hace muy sencillo, es puro plástico y se siente de baja calidad."
1,Las pequeñas cosas hacen o diferencia y por el precio le doy un 10.
1,"Los compre para darle un toque diferente a las luces de un negocio que acabo de abrir, en verdad que lucen bonitas y elegantes asi como no afecta la iluminacion, incluso la mejora."
1,"Quedaron muy bien, lo único es que tienes que meterle buena presión para que entre el foco en el soquet."
1,Se ve muy bien ya instalado el maerial con el que esta echo es de mediana calidad pero por el precio esta muy bien y ya a la vista no esta mal.
1,"Esta muy lindo.
Le da un efecto más elegante al foco.
Es de platico, haber cuanto dura."
1,"Excelente compra, es facil de instalar y cubre muy bien la parte que va hacia la pared así no entrara el agua si llueve. La compraría nuevamente. La recomiendo 👍🏼."
1,"El producto es bueno, materiales regulares pero funcionales para su uso, el único detalle que le veo es que pensé que el cubre foco era totalmente liso, sin embargo algo que no me gustó fue que viene con terminación de franjas."
1,
1,Luce muy bonitos y es exactamente lo que describen.
1,Es un buen producto en base al precio. Lo volveria a comprar.
1,"Se instala en segundos muy práctica, materiales de plástico,super ligera, buen tamaño, no viene en caja llega en bolsa pero en buen estado, espero sea duradera😀."
1,"Ya lo puse en mi escalera fue facilisima su instalación se pone sobre el soket es una pantalla y se atornilla.
Buena compra."
1,"Se ve bien puesto pero si es de plástico y no se ve de muy buen acabado, tomando en cuenta eso, el precio si me parece elevado."
1,La verdad está súper bien para cubrir de forma rápida funcional y economía un foco.
1,"El ajuste y tamaño estan bien, pero no me gustó que la textura no fuera la misma de la foto. En todas las fotos aparece lisa pero el producto real tiene unas líneas como círculos que se ven cuando está apagado. Me hubiera gustado saberlo antes de elegir porque uo quería unas lisas como las de las fotos. Recomiendo ver los comentarios antes de comprar."
1,Bien para la calidad y precio.
1,"Me encanta. Compre otra en otro lugar y fue una chafa pero esta si encaja y cierra bien. Es plastico furo, no se quema , no se rompe y queda muy bonita iluminacion."
1,Excelente.
1,Bien.
1,El producto me parece genial para darle una vista diferente a tu casa sin tanto relajo. Se ven bonitas. Súper fáciles de instalar.
1,"Excelente producto, entiéndase que es algo sencillo y no de lujo. Considerando eso esta muy bien acabado el material, ensambla a la perfección, esto gracias a que es hecho en méxico y no en china, por eso no está chafa. Lo recomiendo al 100%."
1,"Buen producto ,calidad precio."
1,Buen producto aunque el plástico de la lámpara es muy sencillo y delgado.
1,Fácil instalación.
1,Se ven super padre los recomiendo al 💯.
1,"Excelente es un cambio abismal, muy recomendable."
1,Perfecto muy bueno practico.
0,Muy frágiles.
1,Excelente.
1,"Al comienzo me generó dudas por el hecho de que fuera totalmente de plástico, pero está tan bien hecho que no ha sufrido ninguna deformación por el foco, me sorprendió para bien, es muy buena opción para las luces exteriores."
1,"Cumplen su función, se ven muy bonitas y dan un toque un poco mas sofisticado a el hogar y por el precio, valen la pena."
1,Me gusta que ahora trae un aro de extensión pero el material no es tan blanco como antes pero en lo general me es muy útil.
1,"Me gusta como luce para tapar el.
Socket y el foco."
1,Excelente 👌.
0,"Pensé que venía en caja, se ven en partes resistente. Espero duré mucho."
1,No son del mejor acabado pero si el techo esta alejado no se alcanza a notar.
1,Bueno.
1,"Buen producto. Mejora la estética de los focos que están colocados en sockets de porcelana, y difumina la iluminación de una manera agradable. De cerca se aprecia la economía de los materiales, pero la calidad en general no es mala."
1,Me encantóo súper fácil de poner y se ve bonita 😁😁.
1,"En general esta bien, le da una vista diferente al espacio en donde lo coloques.
El material es de plástico duro y deja pasar la luz del foco muy bien, no recomendaria usar focos de filamento ya qué generan mucho calor y puede ser que deforme el plástico o incluso quemarlo.
Cada cubre foco incluye un aro de ajuste qué se quita o se pone para que quede bien pegado a tu pared en caso de que tu socket sea más alto o más bajo.
Por el momento es todo lo que tengo que comentar, si tengo algún problema futuro tratare de editar mi reseña."
1,Se ve muy estético y elegante.
1,"Muy buen producto, mejora bastante la apariencia de la luminaria, exelente relación costo beneficio."
1,Son bonitas.
1,"Pues es puro plástico, yo creo que debería costar 30 pesos ya al publico, pero bueno si sirve."
1,Excelente.
1,"Es muy bonita, ligera, fácil de instalar y dà mucha luz, feliz con mi compra 👍."
1,"Producto excelente. Se ve muy bien, e ilumina perfecto."
1,Exelente en la llegada del producto.
1,Costo y calidad similar.
0,Es de muy baja calidad.
1,Son de plástico pensé que eran de vidrio pero. Son de plástico. Pero igual están bien.
1,Bueno.
1,"Funciona bien, los materiales son algo básicos y para algunos focos que son gordos tal vez necesites ampliar el agujero que tiene."
1,Producto plástico elevado precio para los materiales.
1,"Práctico, fácil de instalar y luce muy elegante… 👍."
1,"Wow superó mis expectativas, una excelente opción para armonizar espacios de forma económica."
1,Para el precio está excelente.
1,Excelente mi segunda compra.
1,"Cumple su funcion al 100% realmente no reduce la luminosidad del foco apesar del acabado opaco, lo volvería a comprar."
1,Es funcional de puro plástico.
1,"El empaque viene en una bolsa de plástico, no en caja como se muestra. Los plásticos son de lo mas corriente pero ya instalado no se ve tan mal."
1,Bello.
1,"Estéticamente son una excelente opción, aunque el precio me parece un poco elevado."
1,Excelente producto. 100 % recomendable. Gracias.
1,Tiene mejor hermetismo y calidad que el de truper. Recomendado.
1,El foco no queda.
1,"Hola.
El producto es muy bueno, lo recomiendo, volveria a comprar más en un futuro."
1,Muy buen producto para dar una nueva vista a tus habitaciones sin gastar mucho y de muy fácil instalación.
1,Muy buenos. Luce bien.
1,Excelente.
1,"Me gusto, es de plastico pero con focos de led se evita el calentamiento."
1,Es un buen producto pero si es todo de plástico y están un poco blandos pero la lámpara si se ve muy bonita veamos con el tiempo cómo se ve la lampara.
1,"Buen producto, fácil de instalar, no opaca la iluminación lucen muy bonitas. Recomendable."
1,Muy fácil de colocar y tiene un estilo muy elegante.
1,Excelente producto.
1,"Plástico muy corriente pero para el precio, está bien, ya puestas no se ven tan mal, pero creo que la iluminación es opaca, las compré para un departamento que tengo en renta, para mi casa no las compraría, buscaría algo de más calidad."
1,Está bien. Pero no viene con socket ni foco. Viene en una bolsa y es todo de plástico un poco delgada la pantalla.
1,Sencillo pero por el precio muy bien luce excelente.
1,Es muy práctico de instalar y le da muy buena vista a los focos para que no se vean tan feos con el puro soquet.
0,"No se ve nada como en la imagen, luce prácticamente como una botella de plástico con acabado redondo.
Por el precio no se espera tanto, pero mejor recomiendo que adquieran una más cara y de mejor calidad, pues eventualmente terminarán gastando extra al buscar reemplazarla."
0,"No son lámparas, son recipientes para colocar un foco, parecen topers."
1,"Creo que es una solución sencilla y práctica para no tener ahí expuesto nada más el foco. Lo puede hacer cualquiera. Le doy la duración esperando que el material del que está hecho, resista bien. Ayuda a iluminar un poco más de lo que ya está."
0,No es una lámpara es solo una pantalla para poner en un soquet.
1,Amplia tu laminación con un toque minimalista en mi caso fue para exterior para ahí lo recomiendo.
1,Relación calidad precio es la correcta. Da mejor presentación que tener el soquet así nada más. Sí lo volvería a comprar.
1,"Me pareció que es caro para lo que es, pero ya se colocó y se ve acordé a un producto de plástico de estás características."
1,"Mas grande de lo que parece, luce muy bien. Recomendado."
1,"Se ven muy bien de lejos, pero al tocarlas son de plástico y se ven medio corrientes pero por el precio y la facilidad de colocación valen la pena."
1,Por el precio está bien es tal cual muy buen producto.
1,"Se ve bien, concuerda c el costo."
1,"La calidad de los recipientes era algo que no esperaba por completo, es muy buena son gruecesitos como para aguantar la carrilla de uno traerlos en friega y del uso normal de un tóper y además como 100% herméticos, el otro día cargue pozole con todo y caldo, y el tóper lo estuve moviendo a diestra y siniestra y nunca derramo ni una gota de liquido, además que tampoco tuvo el temor de que se me fueran a abrir. Tiene un sistema de 4 pasos para abrirse para realizar el sello hermético o por si se te llegase a caer estoy seguro de que no saldrá la tapa volando. Otra cosa que probé fue meterlos al micro ondas y resisten las altas temperaturas sin problemas, aun que este super caliente jamás pierden su rigidez y el color no les afecta en nada. También no les pasa nada si los utilizas para congelar productos y son seguros para utilizarse en un microondas a altas temperaturas. Se nota que los diseños están pensados para ahorrar espacios ya que vienen de diferentes formas y tienes libertad de usar el que mejor se te acomode. También te incluye hojas de pegatinas resistentes al agua para marcar los alimentos. La calidad se asemeja mucho a la de las grandes marcas así los recomiendo mucho."
1,"Tengan cuidado con la descripción de hasta abajo, ya que no es igual que la descripción que viene a la mitad del texto. Y no llegarán los recipientes de 1100."
1,"Buen material y calidad. Son hermeticos. El unico pero que le pongo es que son mas chicos de lo que se ven en las fotos. Deberia venir un tamaño mas grande ,tal vez un recipiente menos de cada tamaño y poner uno o dos de mayor capacidad. Me encantó!! además de que trae etiquetas para ponerle un título sobre el contenido o la fecha en la que fué guardado el alimento, lo cual le da un toque muy coqueto y es muy útil. El plástico es grueso y aún así es completamente transparente, no es turbio. Sella perfectamente y son aptos para microondas. Definitivamente compraré más!!. Excelente compra! los topers son ""chicos"" pero almacenan bastante y sellan muy bien, ademas de que ahorran mucho espacio, a mis hermanas les encantaron. Para que se den una idea de los tamaños, el cuadrado grande es como del tamaños de dos sandwichs y de ahi va en desenso, el rectangulo grande es un poco mas chaparrito que el cuadrado grande y le cabe muy bien el jamon que es de esa forma. Fue una muy buena compra ya que eh comprado tuperware y estorban mucho porque no se pueden apilar como estos a demas de que si tienes una cocina aesthetic quedaran perfectos para tu alacena."
1,"Estan muy bonitos, el plastico es de excelente calidad, es plastico grueso y cierran perfecto."
1,"Excelente relación calidad-precio, algunas personas en los comentarios decían que son muy pequeños, pero para nada, son de un excelente tamaño si tienes varias comidas en el día, vale la pena."
1,"Mi producto me pareció muy hermosos de muy excelente calidad fue un gran regalo para mi esposa para poner mis alimentos tienen mucha utilidad para para varias cosas como poner ,fruta picada , sobrantes de comida, chilitos en vinagre, y una infinidad de productos en verdad me gustaron mucho y por sus diferentes tamaños muy prácticos por precio y calidad valen mucho la pena muy recomendables."
1,"Están pequeños para que tengan una referencia el de 1 lt es de 750 y así sucesivamente, lo positivo es que son los mejores con ese precio. El plástico esta igual regular."
1,Me encantaron mucho son muy prácticos cierran súper bien ademas cuanta con su plumón para anotar el contenido que guardes completamente los recomiendo.
1,"En lo personal están del tamaño adecuado el más grande es para capacidad de 1 litro, el material es muy resistente, su cierre hermético no ha presentado fugas, todavía no los pruebo en el micro pero hasta ahorita estoy muy satisfecha y si volvería a comprarlos."
1,"Me encantaron pues son de muy buen material y muy útiles son productos que nunca deben de faltar en el hogar , tienen tamaños y forma perfectos para ppdet almacenar en la slavena y para poder ponerlos en el refrigerador; su tapa esta super hermética lo que no permite ningún derrame realmente muy satisfecha con la cara los recomiendo ampliamente."
1,Unos tuppers hermeticos de buen precio con una calidad muy buena para su costo. Había visto unos mucho más caros y en realidad estos superaron mis expectativas; cierran muy bien y conservan los alimentos de forma adecuada evitando escurrimientos y derrames. Me gustó que tienen varios tamaños por lo que se hace muy práctico transportar cualquier cosa. Recomendables.
1,El producto esta increible es de excelente calidad por el precio y el numero de recipientes esta baratisimos recomiendo ampliamente este producto.
1,Es un kit de tupper que comoletamente vale la pena ya que son de muy buena calidad y su sellado es exelente. No tengo que preocuparme por derrames ya que no tira ni una gota. Es plastico muy resistente y vaya que me doy abasto con todo el kit que trae.
1,"Compré estos toppers y me encantaron, vienen de distintos tamaños y modelos: circulares, rectangulares y cuadrados.
El material se siente excelente y gracias a qué son transparentes puedo ver qué es lo que tengo en ellos.
Su tapa cierra perfectamente y no tienen derrames; gracias a esto también puedo mandarlo a la escuela con el desayuno de mi hija y no me da pendiente de que se le manchen sus libros con el desayuno.
También trae etiquetas que puedo poner que es lo que estoy guardando."
1,"Es un producto excelente, supero mis espectativas."
1,"Pues si tan chicos , apenas pa meter dos limones o uvas , nose."
1,Toper de plástico para almacenar alimento súper útil para el hogar me em gustaron mucho la recomiendo el material es muy bueno.
1,"Estos recipientes herméticos o topers son de muy buena calidad.
Los materiales son de muy buena calidad ya que se siete desde el momento en que lo sacas de la caja.
Lo que más me gustó es que es una colección de toppers con diferentes tamaños y eso sirve muy bien para diferentes tipos de alimentos o comidas o aderezo como las salsas, guacamole, aderezo de chipotle, pasta y arroz, etc.
Además se puedes usar dentro del horno de microondas sin ninguna preocupación por el tema de plásticos.
De igual forma en el congelador soporta las temperaturas sin ningún problema de romperse.
Eso sí me gustaría que hubiera colores más transparente para distinguir las comidas dentro de estos toppers."
1,Me encantaron son resistentes y de buena calidad vienen de diferentes capacidades para poder guardar cualquier alimento y tener orden en mi refrigerador incluso poder llevar mi lonch a mi trabajo con seguridad ya que son 100% hermeticos y lo mejor que puedo usarlo en el micro ondas solo retiro la tapa. Estoy muy contenta con esta compra.
1,"El producto está hecho con material resistente y no se tira el caldo o los líquidos que se pongan en el, ya que tiene una junta que sella lo recomiendo."
1,"Son de buena calidad, aunque no cierran muy fácilmente como los tupperware, pero por el precio y tantas piezas la verdad están bien. He llevado líquidos y no se derrama nada."
1,"Quedé muy contento con el producto, las tapas son muy bonitas y de buena calidad, embonan bien y no se derrama nada, además de que son herméticas y se conserva la temperatura. Me gusta que vengan de todos los tamaños y que estén gruesos para que no se deformen en el microondas."
1,Súper prácticos no se derrama los líquidos sus tapas bellas hermosos buen tamaño todos se ven bonitos con los alimentos el tamaño perfecto y los alimentos lucen y se conservan bien los recomiendo.
1,"Ordene su cocina y refrigerador fácilmente.
Me gustaron mucho. Me parecen igual o mejores que los de marcar reconocidas.
Muchos tamaños diferentes.
Completamente herméticos. Sus sujetadores aprietan bien.
Ya no tenga todo revuelto en su refrigerador.
Puede acomodarlos según su tamaño o por su contenido."
1,"Excelente calidad/precio, super recomendado, el material super resistente y de buena calidad."
1,"Un kit muy completo con tapas de cierre hermético, además de que cuenta con etiquetas y marcador para rotular, lo recomiendo!."
1,"Prácticos, bonitos,resistente, material chido está genial y súper apoyo de organización para la comida muy chido."
1,"Buen producto. La calidad de los recipientes es muy bueno, se siente resistente. También hice una prueba de agua con uno para ver si se derramaba y no, él sellado es muy bueno. Son muy pratico para guardar cosas que se van a refrigerar o para llevar el loncha al trabajo. 100% recordando."
1,"Es una excelente compra, muchos tamaños y cierran perfectamente. Incluye pegatinas y plumón para personalizarlos/clasificarlos :) quiero mil."
1,"Muy buen producto, excelente calidad precio."
1,Los recomiendo ampliamente.
1,De buena calidad fácil de limpiar.
1,Muy resistente.
1,"Me gusto la variedad de tamaños de los recipientes con sus tapas, en general buenas medidas para almacenar todo tipo de alimentos, están bien diseñados para evitar fugas ya que sellan muy bien. El diseño es bonito por lo que estoy complacido por la calidad vs precio!."
1,"Son unos excelentes y hermosos recipientes excelente por las jornadas laborales pues con su fácil y sofisticado cierre no se batalla para cerrar el club de tus hijos de menor edad pueden abrirlos fácilmente y cerrarlos son excelentes transportadores para la comida, fruta y líquidos pues tiene una excelente cierre que no deja filtrar nada."
1,"Cumplió con mis expectativas, son básicos para almacenar alimentos y los conserva perfectamente, incluso, sirven de tupper, aunque no recomiendo introducir líquidos ya que no están diseñados para ello y se pueden regar. Cumple su función y están muy prácticas👌."
1,"Están de 10, pensé que serían un poco frágiles, pero nada de eso, estoy tan contenta con esta compra, sin duda la volvería a comprar."
1,Muy útil.
1,No resultaron como me los esperaba.
1,"Excelente producto, y de buen material."
1,"Todo muy bien, gracias."
1,La calidad de los recipientes está increíble y super vale la pena.
1,Muy buenos se los recomiendo.
1,"Excelente, muy útil, bonitos."
1,"Esperaba que fueran un poco más grandes, pero están bastante bien."
1,"Muy completo, cierran bien y fáciles de limpiar y guardar."
1,Son bastantes 😌.
1,Son excelentes! son de buena calidad y muy practicos.
1,"Me encantaron. Super prácticos.
Y buenos."
1,Esta bien.
1,Muy herméticos y duraderos.
1,"Para guardar salsas, frutas pequeñas está genial."
1,No me arrepiento de nada. Superó con creces lo que esperaba. 10/10.
1,"Me gustaron tanto que los volví a comprar, son excelentes."
1,Muy bueno práctico y bonito lo volvería a comprar.
1,Super bonitos prácticos y de buen tamaño y sobre todo lo bien que sellan al cerrar los recomiendo.
1,Algunas tapas batallo para cerrar.
1,Buenos y prácticos.
1,Excelente producto me encantsa.
